-10390.8767836,1
-10390.8767836,2
-10390.8767836,3
-10390.8767836,4
-10390.8767836,5
-10103.3314015,1
-10103.2853596,2
-10103.2946377,3
-10103.3130714,4
-10103.3170583,5
-9720.67596007,1
-9720.69194233,2
-9720.68936504,3
-9720.66702611,4
-9720.67972249,5
-9721.77957201,1
-9720.69634395,2
-9720.72921553,3
-9720.86488371,4
-9716.43680242,5
